Cycle: 2025-26  •  Scheme: Soil Health Card RKVY

State,District,Block,Village,Scheme,Cycle,N_High,N_Medium,N_Low,P_High,P_Medium,P_Low,K_High,K_Medium,K_Low,OC_High,OC_Medium,OC_Low,P H_Alkaline,P H_Acidic,P H_Neutral,EC_Non Saline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Nimmaluru,KRISHNA,PAMARRU - 5133,Nimmaluru,Soil Health Card RKVY,2025-26,0,36,64,100,0,0,96,4,0,4,44,52,0,0,100,100,0,100,0,40,60,4,96,100,0,8,92,100,0
Pamarru,KRISHNA,PAMARRU - 5133,Pamarru,Soil Health Card RKVY,2025-26,0,79.53,20.47,98.43,1.57,0,66.93,33.07,0,6.3,69.29,24.41,0,0,100,35.43,64.57,100,0,43.31,56.69,2.36,97.64,100,0,6.3,93.7,100,0
Pasumarru,KRISHNA,PAMARRU - 5133,Pasumarru,Soil Health Card RKVY,2025-26,0,72.34,27.66,77.3,21.99,0.71,33.33,43.97,22.7,18.44,68.09,13.48,9.22,0,90.78,60.99,39.01,100,0,41.84,58.16,18.44,81.56,100,0,4.96,95.04,77.3,22.7
Pedamaddali,KRISHNA,PAMARRU - 5133,Pedamaddali,Soil Health Card RKVY,2025-26,0,78.74,21.26,98.43,1.57,0,29.13,61.42,9.45,7.87,82.68,9.45,0,0,100,33.86,66.14,100,0,50.39,49.61,4.72,95.28,100,0,59.06,40.94,100,0
Polavaram,KRISHNA,PAMARRU - 5133,Polavaram,Soil Health Card RKVY,2025-26,0,100,0,100,0,0,20,80,0,0,100,0,0,0,100,90,10,100,0,90,10,10,90,100,0,30,70,100,0
Prakarla,KRISHNA,PAMARRU - 5133,Prakarla,Soil Health Card RKVY,2025-26,0,61.11,38.89,94.44,5.56,0,27.78,72.22,0,0,72.22,27.78,0,0,100,100,0,100,0,33.33,66.67,0,100,100,0,0,100,100,0
Raparala,KRISHNA,PAMARRU - 5133,Raparala,Soil Health Card RKVY,2025-26,0,72.22,27.78,100,0,0,38.89,61.11,0,0,72.22,27.78,0,0,100,100,0,100,0,44.44,55.56,0,100,100,0,0,100,100,0
Rimmanapudi,KRISHNA,PAMARRU - 5133,Rimmanapudi,Soil Health Card RKVY,2025-26,0,0,100,86.36,13.64,0,0,0,100,4.55,93.18,2.27,2.27,0,97.73,100,0,97.73,2.27,63.64,36.36,2.27,97.73,100,0,31.82,68.18,100,0
Undrapudi,KRISHNA,PAMARRU - 5133,Undrapudi,Soil Health Card RKVY,2025-26,0,75.68,24.32,100,0,0,29.73,70.27,0,0,72.97,27.03,0,0,100,91.89,8.11,100,0,59.46,40.54,5.41,94.59,100,0,0,100,100,0
Uruturu,KRISHNA,PAMARRU - 5133,Uruturu,Soil Health Card RKVY,2025-26,0,85.71,14.29,100,0,0,33.33,66.67,0,0,85.71,14.29,4.76,0,95.24,85.71,14.29,100,0,28.57,71.43,9.52,90.48,100,0,4.76,95.24,100,0
Yelakurru,KRISHNA,PAMARRU - 5133,Yelakurru,Soil Health Card RKVY,2025-26,0,46.15,53.85,100,0,0,30.77,69.23,0,7.69,84.62,7.69,0,0,100,100,0,100,0,15.38,84.62,0,100,100,0,7.69,92.31,100,0
Zamidaggumilli,KRISHNA,PAMARRU - 5133,Zamidaggumilli,Soil Health Card RKVY,2025-26,0,97.44,2.56,100,0,0,30.77,69.23,0,0,94.87,5.13,0,0,100,74.36,25.64,100,0,56.41,43.59,0,100,100,0,0,100,100,0
Zamigolvepalle,KRISHNA,PAMARRU - 5133,Zamigolvepalle,Soil Health Card RKVY,2025-26,0,86.67,13.33,100,0,0,37.78,62.22,0,0,100,0,2.22,0,97.78,93.33,6.67,100,0,62.22,37.78,0,100,100,0,0,100,100,0
