Cycle: 2025-26  •  Scheme: Soil Health Card RKVY

State,District,Block,Village,Scheme,Cycle,N_High,N_Medium,N_Low,P_High,P_Medium,P_Low,K_High,K_Medium,K_Low,OC_High,OC_Medium,OC_Low,P H_Alkaline,P H_Acidic,P H_Neutral,EC_Non Saline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Marrivada,KRISHNA,PAMIDIMUKKALA - 5134,Marrivada,Soil Health Card RKVY,2025-26,0,0,100,0,83.33,16.67,0,0,100,43.33,36.67,20,0,0,100,100,0,100,0,0,100,0,100,100,0,0,100,66.67,33.33
Meduru,KRISHNA,PAMIDIMUKKALA - 5134,Meduru,Soil Health Card RKVY,2025-26,0,0,100,0,91.67,8.33,0,0,100,37.88,28.79,33.33,0,0,100,100,0,100,0,0,100,38.64,61.36,100,0,0.76,99.24,24.24,75.76
Mullapudi,KRISHNA,PAMIDIMUKKALA - 5134,Mullapudi,Soil Health Card RKVY,2025-26,0,0,100,0,96.43,3.57,0,0,100,28.57,39.29,32.14,0,0,100,100,0,100,0,0,100,42.86,57.14,100,0,0,100,67.86,32.14
Padikondalapalem,KRISHNA,PAMIDIMUKKALA - 5134,Padikondalapalem,Soil Health Card RKVY,2025-26,0,0,100,0,90.91,9.09,0,0,100,36.36,27.27,36.36,0,0,100,100,0,90.91,9.09,0,100,9.09,90.91,95.45,4.55,0,100,63.64,36.36
Pamidimukkala,KRISHNA,PAMIDIMUKKALA - 5134,Pamidimukkala,Soil Health Card RKVY,2025-26,0,0,100,0,84.85,15.15,0,0,100,27.27,54.55,18.18,0,0,100,100,0,96.97,3.03,0,100,18.18,81.82,100,0,0,100,54.55,45.45
Penumatcha,KRISHNA,PAMIDIMUKKALA - 5134,Penumatcha,Soil Health Card RKVY,2025-26,0,0,100,0,84.62,15.38,0,0,100,17.31,50,32.69,0,0,100,100,0,100,0,0,100,25,75,96.15,3.85,1.92,98.08,15.38,84.62
Sreerangapuram,KRISHNA,PAMIDIMUKKALA - 5134,Sreerangapuram,Soil Health Card RKVY,2025-26,0,0,100,0,94.12,5.88,0,0,100,26.47,44.12,29.41,0,0,100,100,0,100,0,0,100,20.59,79.41,97.06,2.94,14.71,85.29,5.88,94.12
Tadanki,KRISHNA,PAMIDIMUKKALA - 5134,Tadanki,Soil Health Card RKVY,2025-26,0,0,100,0,97.22,2.78,0,0,100,41.67,36.11,22.22,0,0,100,100,0,100,0,0,100,8.33,91.67,100,0,0,100,47.22,52.78
Veeranki,KRISHNA,PAMIDIMUKKALA - 5134,Veeranki,Soil Health Card RKVY,2025-26,0,0,100,0,100,0,0,0,100,22.86,31.43,45.71,0,0,100,100,0,100,0,0,100,5.71,94.29,100,0,0,100,22.86,77.14
Velpuru,KRISHNA,PAMIDIMUKKALA - 5134,Velpuru,Soil Health Card RKVY,2025-26,0,0,100,0,95,5,0,0,100,50,25,25,0,0,100,100,0,100,0,0,100,25,75,100,0,0,100,60,40
