Cycle: 2025-26  •  Scheme: Soil Health Card RKVY

State,District,Block,Village,Scheme,Cycle,N_High,N_Medium,N_Low,P_High,P_Medium,P_Low,K_High,K_Medium,K_Low,OC_High,OC_Medium,OC_Low,P H_Alkaline,P H_Acidic,P H_Neutral,EC_Non Saline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Madaka,KRISHNA,PEDANA - 5135,Madaka,Soil Health Card RKVY,2025-26,0,0,100,8.57,82.86,8.57,0,0,100,14.29,60,25.71,0,0,100,100,0,88.57,11.43,5.71,94.29,11.43,88.57,100,0,0,100,54.29,45.71
Mutcherla,KRISHNA,PEDANA - 5135,Mutcherla,Soil Health Card RKVY,2025-26,0,0,100,10.53,78.95,10.53,0,0,100,21.05,52.63,26.32,0,0,100,100,0,78.95,21.05,0,100,10.53,89.47,94.74,5.26,0,100,36.84,63.16
Mutchiligunta,KRISHNA,PEDANA - 5135,Mutchiligunta,Soil Health Card RKVY,2025-26,0,0,100,5.88,94.12,0,0,0,100,23.53,41.18,35.29,0,0,100,100,0,100,0,5.88,94.12,0,100,100,0,0,100,0,100
Nadupuru,KRISHNA,PEDANA - 5135,Nadupuru,Soil Health Card RKVY,2025-26,0,0,100,3.13,90.63,6.25,0,0,100,18.75,56.25,25,0,0,100,100,0,100,0,0,100,43.75,56.25,100,0,3.13,96.88,12.5,87.5
Nandamuru,KRISHNA,PEDANA - 5135,Nandamuru,Soil Health Card RKVY,2025-26,0,0,100,1.64,91.8,6.56,0,0,100,21.31,45.9,32.79,0,0,100,96.72,3.28,96.72,3.28,6.56,93.44,16.39,83.61,96.72,3.28,1.64,98.36,50.82,49.18
Nandigama,KRISHNA,PEDANA - 5135,Nandigama,Soil Health Card RKVY,2025-26,0,0,100,0,68.42,31.58,0,0,100,22.81,52.63,24.56,0,0,100,100,0,96.49,3.51,1.75,98.25,32.14,67.86,100,0,0,100,0,100
PEDANA,KRISHNA,PEDANA - 5135,PEDANA,Soil Health Card RKVY,2025-26,0,0,100,1.54,80,18.46,0,0,100,27.69,46.15,26.15,0,0,100,100,0,95.38,4.62,0,100,49.23,50.77,100,0,18.46,81.54,21.54,78.46
Penumalli,KRISHNA,PEDANA - 5135,Penumalli,Soil Health Card RKVY,2025-26,0,0,100,0,85.48,14.52,0,0,100,12.9,54.84,32.26,0,0,100,100,0,96.77,3.23,0,100,61.29,38.71,100,0,43.55,56.45,20.97,79.03
Pullapadu,KRISHNA,PEDANA - 5135,Pullapadu,Soil Health Card RKVY,2025-26,0,0,100,20.59,73.53,5.88,0,0,100,26.47,52.94,20.59,0,0,100,100,0,100,0,5.88,94.12,50,50,100,0,58.82,41.18,35.29,64.71
Singarayapalem,KRISHNA,PEDANA - 5135,Singarayapalem,Soil Health Card RKVY,2025-26,0,0,100,37.5,62.5,0,0,0,100,0,62.5,37.5,0,0,100,100,0,100,0,6.25,93.75,43.75,56.25,100,0,0,100,0,100
Urivi,KRISHNA,PEDANA - 5135,Urivi,Soil Health Card RKVY,2025-26,0,0,100,1.52,84.85,13.64,0,0,100,22.73,48.48,28.79,0,0,100,100,0,100,0,7.58,92.42,40.91,59.09,96.97,3.03,15.15,84.85,31.82,68.18
