Blue,Green,Red,RE1,RE2,RE3,NIR,NIR2,SWIR1,SWIR2,NDVI,BSI,SAVI,MSAVI2,EVI2,NDRE,NDWI,BI,SI1,SI2,NDSI,ClayIndex,AlOH,IronIndex,FerrousIndex,SWIR_ratio,RedEdge_ratio,CarbonateIndex,RI,CI_green,elevation,slope,aspect,hillshade,curvature,plan_curvature,profile_curvature,TWI,label_pH,label_EC,label_OC,label_N,label_P,label_K,label_Fe,label_Cu,label_B,label_Zn,lat,lon
0.10936821,0.12463608,0.13773859,0.15593858,0.1859332,0.20498213,0.20592643,0.22043678,0.24132213,0.20790356,0.1972704,0.09527774,0.12001795,0.10336376,0.10995621,0.062755644,-0.24398272,0.1605637,0.13116176,0.08401165,0.073173575,1.1598971,1.1598971,1.0527273,1.2571293,0.8520765,95.10397,1.1598971,1.1395769,0.65368795,8.033833,2.0210843,65.04657,177.54488,-0.4412393,4.1536574,0.7949114,0.9503565,7.0,0.4,0.7,140.0,19.8,55.0,2.25,0.8,0.25,0.3,16.395113399999996,81.4442468
0.09526765,0.1145647,0.12471177,0.13843824,0.1798706,0.20300883,0.19405295,0.22460295,0.21824118,0.17550589,0.22127628,0.08921997,0.12582837,0.10766979,0.11517457,0.06530919,-0.2502715,0.14888674,0.11917002,0.06717116,0.11961751,1.2835406,1.2835406,1.1497964,1.3047199,0.8867274,125.714874,1.2835406,1.1651593,0.6902823,6.867089,2.1525822,199.8156,179.82912,-1.4806612,4.284368,0.8734567,1.7661488,7.0,0.4,0.6874750000000001,140.0,17.874450000000003,55.0,3.062175,0.8,0.354125,0.3,16.3924078,81.3240945
0.10568376,0.11956251,0.12453625,0.13964376,0.1750925,0.19605875,0.193505,0.20776124,0.19110624,0.1472275,0.21447451,0.019709872,0.12375011,0.10654807,0.11357333,0.07677539,-0.22168584,0.1504471,0.121638104,-0.012411614,0.14269233,1.3399005,1.3399005,1.165072,1.1773531,1.0551333,110.00104,1.3399005,1.2020794,0.6015757,8.399428,2.4325764,175.63618,179.55519,-0.6166488,4.3035383,0.94517887,1.630029,7.0,0.4,0.6625,140.0,11.0,55.0,3.225,0.8,0.25,0.3,16.398352999999997,81.3519895
0.115340084,0.13122298,0.12893827,0.15313426,0.17177929,0.18422161,0.1833901,0.1916937,0.18265407,0.1364054,0.17717831,0.03752398,0.096101925,0.082365826,0.08781202,0.119073436,-0.15565817,0.1505655,0.12985349,0.013983174,0.15071514,1.3610551,1.3610551,1.1978183,1.1840595,0.9952806,127.27851,1.3610551,1.3032435,0.4120825,9.577496,1.6822151,118.06485,179.01408,-0.9320594,4.552061,0.77927935,1.6702135,7.0,0.4,0.30625,140.0,22.275,55.0,3.225,0.8,0.25,0.3,16.357420999999995,81.4224116
0.05948284,0.07069888,0.0823597,0.10710019,0.11820541,0.12825093,0.12446549,0.13533191,0.15160951,0.11116847,0.20204751,0.12264144,0.08821455,0.0707619,0.078691,0.13433905,-0.28047213,0.09553888,0.07621265,0.09726173,0.15775223,1.3764974,1.3764974,1.2325783,1.4774233,0.83016,441.29092,1.3764974,1.313373,0.79740596,5.252557,1.0874445,140.13791,179.46985,-0.1262786,4.562566,0.4261023,-0.060530234,7.166625,0.4,0.5999875,140.0,8.4337,55.0,2.9003250000000005,0.8,0.9583749999999999,0.42,16.2177151,81.1269817
0.07513125,0.09547902,0.117174104,0.14775804,0.16316295,0.17786832,0.17353794,0.18736339,0.16945359,0.1215326,0.18983634,0.0736195,0.10572262,0.08904648,0.09598644,0.11904369,-0.28382617,0.13299069,0.10571354,-0.010101992,0.16613065,1.4011276,1.4011276,1.2258291,1.5467957,1.0291431,207.77188,1.4011276,1.2762839,0.80792874,6.666667,1.2021885,140.8467,180.46945,-0.3215434,4.8436604,0.47818667,0.44216388,7.142875,0.4,0.625,140.0,10.3719,55.0,2.25,0.8,0.25,0.43715999999999994,16.1008215,81.0147338
0.145325,0.180775,0.1912,0.2274625,0.29415,0.31053752,0.3148,0.3383125,0.2844625,0.19777499,0.24527389,0.044658706,0.177738,0.16327953,0.16819805,0.087579295,-0.2895296,0.23716938,0.18556291,-0.018388912,0.17680372,1.4310768,1.4310768,1.2391945,1.3779153,1.0702822,110.32437,1.4310768,1.194273,0.83772314,5.216881,1.4631492,113.55817,178.97862,1.0217236,4.768102,0.5683365,-0.94454145,7.347249999999999,0.9777199999999999,0.708325,140.0,7.9442,55.0,2.25,0.64446,0.25,0.3,16.2394036,81.1564083
0.10857551,0.13684694,0.16881837,0.1782847,0.2306153,0.25691223,0.26167753,0.28438368,0.29238367,0.23490511,0.22152276,0.11242637,0.1513952,0.13505538,0.1409144,0.03234115,-0.32062882,0.19637357,0.1514489,0.055191815,0.1087332,1.2453893,1.2453893,1.1174501,1.6705911,0.90641844,158.53654,1.2453893,1.0773721,0.9795532,8.413719,1.831915,192.48546,183.01822,-0.21829227,4.3073764,0.75912035,0.9312454,7.0,1.5817,0.7272625,140.0,8.75105,55.0,6.238725,0.13185,0.25,0.3,16.2491787,81.1757964
0.111129686,0.12497144,0.13665089,0.15642656,0.18417813,0.20172521,0.19998884,0.22064063,0.2506712,0.21752657,0.19201633,0.110714436,0.11448695,0.09805366,0.10461048,0.07193166,-0.23255454,0.1576105,0.13058795,0.11417136,0.072810054,1.1582607,1.1582607,1.0588652,1.2341961,0.80007315,95.97734,1.1582607,1.1623255,0.6111064,9.519347,1.6596808,127.19739,178.75507,-0.022719216,4.3119698,0.7991954,0.12872848,7.0,0.4,0.5282221777822218,140.0,7.9838,55.0,2.25,0.23545000000000002,0.25,0.3,16.1953119,81.1577184
0.0536939,0.06749288,0.05536169,0.08056949,0.05977424,0.06213102,0.050372038,0.054498814,0.05866543,0.04817017,-0.20196164,0.14447936,-0.011710592,-0.0075693605,-0.009586704,0.30085367,0.37107077,0.059337616,0.060745135,0.10546536,0.14054827,1.3388484,1.3388484,1.1847199,0.92587143,0.8404067,181.69861,1.3388484,1.7882693,-0.5170368,3.5432875,2.0619862,180.5099,181.44795,1.1086576,4.2430215,0.8359621,-0.88632965,7.03125,0.4,0.803125,140.0,7.975,55.0,3.225,0.8,0.25,0.33,16.1114828,81.06201250000001
0.051896013,0.07200184,0.052779753,0.07390184,0.08339264,0.09047086,0.062556446,0.09364508,0.07368282,0.04743865,0.012867843,0.034306973,0.020395016,0.016845312,0.01847444,0.16232981,0.15086961,0.06429467,0.061198335,0.062369365,0.19931868,1.522638,1.522638,1.319682,1.0480533,0.93408626,154.78906,1.522638,1.4348809,-0.17028163,5.304501,2.0810778,128.88306,178.11285,0.48699015,4.4527597,0.92869985,-1.3572122,7.732749999999999,0.4,0.7155159484051595,140.0,8.1554,55.0,6.620925000000001,0.1,0.33625,0.3414,16.253413399999992,81.2127214
0.09501808,0.12122872,0.14280425,0.15875427,0.2052149,0.2276415,0.22289787,0.24455744,0.2349936,0.1938532,0.22033884,0.07046776,0.13677424,0.11947629,0.12615517,0.059659056,-0.28903803,0.16854456,0.13134392,0.0035794175,0.10332797,1.23324,1.23324,1.0919577,1.5187529,1.0164295,140.86789,1.23324,1.1397597,0.8287506,10.477848,1.64578,132.75995,179.4884,0.22644164,4.4171095,0.62955153,0.7967356,7.555499999999999,0.4,0.5000125,140.0,17.7221,55.0,10.916775,0.33331000000000005,0.5277499999999999,0.3,16.2144673,81.1878705
0.06548487,0.081804276,0.056044906,0.090808555,0.08707138,0.090959705,0.07626941,0.07027697,0.035846382,0.022970723,0.15296713,-0.23771532,0.046633553,0.035544485,0.040752463,0.24994494,0.06255001,0.07224987,0.06740104,-0.42617196,0.2305508,1.6041664,1.6041664,1.1158845,0.8533019,2.7308252,94.017784,1.6041664,1.690518,-0.10785084,5.5776353,1.6329528,154.05185,180.1966,-0.17343307,4.324373,0.66575664,0.11633993,7.357125000000001,0.4,0.8285499999999999,140.0,7.7,55.0,3.643275,0.7400100000000001,0.5713750000000001,0.33432,16.12690479999999,81.0876323
0.094639875,0.11837405,0.14042594,0.15846582,0.19691835,0.21692342,0.21145824,0.23046267,0.24312721,0.20416202,0.20378517,0.11337027,0.12541254,0.108421974,0.11515098,0.06332738,-0.2820972,0.16192254,0.12870334,0.06898935,0.087458685,1.1936842,1.1936842,1.0794009,1.5195519,0.8773178,139.3845,1.1936842,1.1430519,0.80294716,7.867089,2.2396982,148.07855,179.70146,-1.6265823,4.436572,0.88795125,2.1223454,7.1922500000000005,0.4,0.855775,140.0,9.730599999999999,55.0,5.99985,0.74617,0.25,0.3,16.238049699999998,81.1431889
0.054263905,0.0670615,0.051991712,0.06958476,0.069461495,0.075254016,0.056505613,0.06834893,0.030425668,0.01512861,0.017310731,-0.15539563,0.011237453,0.009344587,0.010205328,0.16136058,0.121915,0.05928197,0.05874906,-0.33739468,0.32119134,1.9791238,1.9791238,1.3918316,0.9369491,2.200992,188.03848,1.9791238,1.4047899,-0.19183345,4.586146,1.7008605,139.03961,178.76479,-0.7359353,4.1416125,0.70679015,0.5052743,7.491124999999999,0.6784600000000001,0.6651625,140.0,10.01715,55.0,6.42885,0.20003,0.33925,0.3,16.303463599999994,81.26025370000002
0.08633977,0.11067466,0.12945355,0.15095533,0.16868445,0.17921177,0.17656355,0.18574622,0.20777312,0.16336179,0.13199691,0.13156962,0.0776257,0.066199236,0.07071285,0.082829036,-0.20966044,0.14215985,0.11937824,0.07946315,0.13405293,1.3138121,1.3138121,1.1764388,1.5831758,0.8646582,205.22318,1.3138121,1.1883777,0.57421684,5.614979,2.510165,122.89142,180.85654,-1.2236285,4.3975267,1.0274261,-0.9720548,7.08925,0.52376,0.651775,140.0,8.380900000000002,55.0,4.339424999999999,0.61219,0.25,0.41424,16.1815112,81.1800654
0.086769335,0.114213996,0.14164133,0.15482399,0.19807467,0.219244,0.21533199,0.23740402,0.23199,0.19260068,0.20838417,0.11104906,0.12913164,0.1118748,0.118641116,0.04786947,-0.3122407,0.16259614,0.12670118,0.040322207,0.09288493,1.2057371,1.2057371,1.0834817,1.7355876,0.9268089,213.84735,1.2057371,1.1065812,0.9299224,9.105339,1.1884915,163.7739,180.39828,-1.0151516,4.8138175,0.4722623,1.9265828,7.0,0.4,0.6059125,140.0,9.788350000000001,55.0,8.19945,0.74071,0.440625,0.36095999999999995,16.0876582,81.1109447
0.083471075,0.112733334,0.15362303,0.18216911,0.22244117,0.24322696,0.24528137,0.2575353,0.2758549,0.24596816,0.22950764,0.13240515,0.15212421,0.13457358,0.14125325,0.08501222,-0.36894265,0.17946382,0.13163811,0.05801243,0.05773466,1.1252449,1.1252449,1.0224543,1.8660724,0.8927879,211.07004,1.1252449,1.1869857,1.1740445,7.163151,1.8036484,203.6899,181.97679,0.292194,4.1778584,0.7567198,-0.5151642,7.0,0.4,0.5760951095109511,140.0,9.3258,55.0,9.033074999999998,0.8,0.25,0.3,16.238635899999995,81.189608
0.11454156,0.13665129,0.15098117,0.17666495,0.2279052,0.24887404,0.2383052,0.26445776,0.23362985,0.18870908,0.22670603,0.04706277,0.14618738,0.12881687,0.13546662,0.08212469,-0.27833498,0.18140467,0.14315264,-0.014513979,0.11642595,1.2712193,1.2712193,1.1150699,1.4234576,1.0567248,130.18848,1.2712193,1.1844062,0.79911476,8.769203,1.7041616,174.90791,181.86389,0.50839585,4.4828734,0.8099321,-0.7543511,7.0,1.4834200000000002,0.6875125,140.0,7.3337,55.0,2.25,0.8,0.25,0.3,16.207843600000004,81.1785376
0.06329876,0.100662455,0.16059585,0.1982691,0.2188357,0.24218465,0.25725144,0.27762404,0.35058463,0.24780685,0.23265791,0.22673611,0.15850966,0.14119014,0.14764293,0.10530574,-0.44068992,0.18464512,0.12731227,0.15382794,0.17183095,1.4163557,1.4163557,1.2813399,2.7372763,0.7338474,494.79388,1.4163557,1.236457,1.5922085,4.336146,1.2302731,170.46382,181.39767,0.31575248,4.6572456,0.4985154,-0.35718834,7.125,0.66,0.5875,140.0,12.65,55.0,8.5875,0.8,0.25,0.3,16.1692434,81.14809670000001
0.0796869,0.09704256,0.114774406,0.14123632,0.1587375,0.17593363,0.17005566,0.18708245,0.18253095,0.12768899,0.19814605,0.081389025,0.10776372,0.090117626,0.097615585,0.103309214,-0.2744367,0.13119802,0.10546407,0.025696214,0.17986181,1.4405888,1.4405888,1.2654634,1.4603004,0.95645905,193.80428,1.4405888,1.2327673,0.76672536,6.2433863,1.3732423,105.90637,178.02963,0.08289242,4.6184006,0.5023319,-0.39799237,7.184375,0.4,0.55735,140.0,9.4677,55.0,4.807424999999999,0.8,0.25,0.3,16.0967535,81.0467868
0.042938158,0.06461431,0.05621102,0.07783207,0.053484377,0.05713174,0.04569589,0.04646727,0.028562173,0.018212005,-0.18151137,0.015704507,-0.02544795,-0.016980523,-0.020843849,0.16158664,0.24853744,0.057229526,0.060168937,-0.16165172,0.20994751,1.5396116,1.5396116,1.2343894,1.3611376,1.5282289,389.00314,1.5396116,1.3914913,-0.3262332,4.7038217,1.8317258,154.95491,179.97134,0.49150735,4.253118,0.7263899,-0.3511024,7.213375,0.4,0.6524499999999999,140.0,7.7802999999999995,55.0,4.390124999999999,0.4927,1.0731249999999999,0.35856,16.055722,81.0891932
0.07993518,0.10321225,0.0839253,0.12283894,0.1208079,0.12603064,0.113767,0.115594864,0.080283,0.05202806,0.12517643,-0.099423826,0.057912946,0.047057975,0.05179479,0.19665003,-0.008440938,0.10156253,0.09264798,-0.21535057,0.22098134,1.5752473,1.5752473,1.2414814,1.0460167,1.6525054,84.29748,1.5752473,1.5089498,0.056984905,4.4694095,2.4695446,211.86269,181.87341,0.80555546,4.2251472,1.0978668,0.38502666,7.0,0.52688,0.574675,140.0,8.8539,55.0,3.4394999999999993,0.8,0.8597499999999999,0.35856,16.304076199999997,81.2871796
0.10744127,0.12950318,0.14838253,0.17644604,0.2140873,0.2330746,0.23260634,0.25077698,0.2523738,0.1935254,0.21633165,0.13797642,0.13574858,0.11966158,0.12590961,0.09195473,-0.33135688,0.17651135,0.13764577,0.07868864,0.12530412,1.2936648,1.2936648,1.1544667,2.0449367,0.8986442,518.05286,1.2936648,1.2044812,1.0327766,6.268078,1.3394916,162.38861,179.8,0.71181655,4.497485,0.53231436,-0.9288862,7.0,0.66,0.7,140.0,8.25,55.0,4.6875,0.8,1.25,0.3,16.218463600000003,81.1628111
0.06323125,0.09025834,0.12545374,0.14806001,0.17253041,0.19147626,0.19260834,0.2132979,0.25607708,0.21731251,0.21079582,0.19271833,0.121780686,0.10388489,0.11124183,0.083492994,-0.3675057,0.14291011,0.106192164,0.14031567,0.082269676,1.183443,1.183443,1.0863279,2.0579877,0.7555968,382.45837,1.183443,1.1861413,1.1743381,8.743589,2.0290527,202.64096,183.26175,-0.87250715,4.342718,0.790994,1.4932982,7.0,1.4706799999999998,0.49262500000000004,140.0,7.7638,55.0,8.559225,0.5941300000000002,0.25,0.3,16.232776899999998,81.1756957
0.12819028,0.14081666,0.1309889,0.16482224,0.19867778,0.21077916,0.19417222,0.2119875,0.13025695,0.08812778,0.20331661,-0.12670852,0.114851475,0.097840905,0.10484922,0.11873538,-0.16197146,0.15805556,0.13560686,-0.2366173,0.2282377,1.6068609,1.6068609,1.2535571,1.0283313,1.6889954,59.93952,1.6068609,1.2758193,0.39076716,4.5519943,1.7587116,119.449165,179.64636,0.2685185,4.2246513,0.6688034,-0.5407912,7.0,0.4,0.7500000000000001,140.0,8.5558,55.0,2.7921000000000005,0.53232,0.28475,0.33336,16.1385704,81.0975047
0.09316447,0.11326622,0.13341448,0.14590043,0.17945263,0.20123814,0.20078334,0.2197965,0.24048552,0.20282018,0.20572537,0.120046735,0.12264457,0.10509112,0.1121715,0.044654503,-0.2847571,0.15440775,0.12293153,0.089300126,0.08455285,1.1859077,1.1859077,1.0783447,1.476501,0.84082687,163.08351,1.1859077,1.1020774,0.8105467,9.577778,1.6756291,199.01163,181.58519,-0.25255734,4.4058013,0.6597687,2.0685918,7.0,0.60514,0.5263000000000001,140.0,7.5262,55.0,4.04595,0.35788000000000003,0.743375,0.4894799999999999,16.20026,81.11478
0.08440924,0.114423074,0.14728409,0.17167434,0.20132998,0.22119258,0.2207395,0.23827383,0.28017104,0.25748256,0.19743392,0.1709753,0.1253636,0.10929933,0.11534623,0.076604135,-0.32430884,0.16682047,0.12948498,0.11736083,0.03648262,1.077211,1.077211,0.9917295,1.7724043,0.7919642,183.47084,1.077211,1.1685933,0.9637969,11.231452,2.2061436,160.76265,180.74016,-1.0195245,4.239119,0.94205815,1.3429067,7.061750000000001,0.4,0.712975,140.0,10.25365,55.0,2.61075,0.7913900000000001,0.605,0.41856000000000004,16.2612964,81.2395754
0.08252649,0.115476504,0.160909,0.1897085,0.21967001,0.24123499,0.244105,0.2607495,0.31959498,0.287178,0.2059012,0.17928295,0.1359249,0.120114736,0.1257818,0.085832015,-0.3374259,0.18185541,0.13619898,0.12316469,0.05554612,1.1255399,1.1255399,1.0300666,1.8766159,0.78546846,190.18394,1.1255399,1.190381,1.0241706,9.056962,1.8394918,164.67052,179.80275,0.23066105,4.352981,0.8765433,0.09265399,7.267875,0.77154,0.6964,140.0,8.5118,55.0,2.25,0.69997,0.25,0.3,16.220594199999997,81.2039524
0.10626122,0.12549184,0.14997144,0.15853265,0.19726326,0.22114593,0.22531836,0.24084388,0.2682306,0.21621735,0.2021791,0.1168513,0.12855123,0.11221486,0.11837288,0.028129458,-0.2911397,0.17264475,0.13701266,0.08835713,0.11093624,1.2519478,1.2519478,1.1319157,1.4461617,0.84262395,131.64742,1.2519478,1.0670842,0.8399969,11.27224,2.438747,176.89738,180.74812,-0.977492,4.2180614,0.9606606,3.3167198,7.0,0.4,0.25,140.0,5.5,55.0,2.25,0.8,0.25,0.3,16.100883799999995,80.9726821
0.41073525,0.41822377,0.40797704,0.46117622,0.5702115,0.6113115,0.61396885,0.6157058,0.5202246,0.42935324,0.20379466,-0.049020354,0.20395091,0.204203,0.19963717,0.060572747,-0.1923923,0.48950306,0.41301134,-0.08293596,0.0977071,1.2174938,1.2174938,1.0636656,0.9994748,1.1830754,7.4559627,1.2174938,1.130799,0.48016983,9.301133,1.6025127,151.46605,179.9947,-0.7791932,4.492715,0.6133522,1.6158117,7.0,0.4,1.0,140.0,5.5,55.0,2.25,0.8,1.5,0.3,16.0499275,80.9736371
0.085466675,0.10593334,0.13859999,0.17269999,0.20606667,0.22489999,0.22873335,0.24523334,0.26811668,0.19335,0.24537253,0.13004832,0.15548553,0.1361617,0.14397742,0.109580345,-0.36575314,0.16609295,0.12115553,0.08145732,0.16173962,1.3862185,1.3862185,1.2396489,1.6219654,0.8513147,191.31213,1.3862185,1.2464727,1.1549137,8.828347,1.9962832,106.684,178.25854,-0.18625358,4.4089675,0.828862,1.2377981,7.0,0.4,0.325,168.0,6.6,55.0,2.25,0.8,0.25,0.3,16.0638257,80.9365582
0.0963,0.11835001,0.13406841,0.13953158,0.18852632,0.21281843,0.2112342,0.23086844,0.2315342,0.17721052,0.22875229,0.08894537,0.13833837,0.11956468,0.12720503,0.023128776,-0.29143283,0.15991412,0.12571287,0.047143042,0.1328122,1.3089424,1.3089424,1.1661792,1.4018892,0.9241559,141.49536,1.3089424,1.0577898,0.83811677,11.603631,1.4376665,91.06081,178.66452,0.4273504,4.551205,0.6522634,1.696847,7.0,0.4,0.5508699130086991,146.524,6.906899999999999,55.0,2.25,0.8,0.25,0.3,16.0769768,80.9041254
0.23045,0.24565001,0.24397857,0.26173928,0.352925,0.39134642,0.39540714,0.40206072,0.32642502,0.249625,0.23571093,-0.029260065,0.19375487,0.18349124,0.1858217,0.021427546,-0.24382274,0.30358896,0.24473532,-0.08257824,0.13773032,1.3216727,1.3216727,1.1413134,1.1335771,1.1927,37.484722,1.3216727,1.0517547,0.6508109,11.490949,2.148289,164.50471,179.78488,-0.13951008,3.97616,0.7881907,1.856445,7.0,0.4,0.5668375,140.0,9.4831,55.0,2.25,0.77585,0.25,0.36312,16.052122699999998,80.9530345
0.091850005,0.110599995,0.14099999,0.14645,0.20115,0.23336667,0.22680001,0.25431666,0.26296666,0.20336668,0.2286328,0.118395746,0.14643107,0.12820615,0.1353789,0.01840871,-0.34392855,0.16727138,0.12563391,0.073886275,0.13066636,1.3031031,1.3031031,1.1706094,1.5492511,0.8635037,166.4001,1.3031031,1.0405246,1.0574082,10.986287,2.2307694,214.52814,181.7616,-0.017580902,4.2559724,0.86154085,2.6138754,7.0,0.4,0.31251249999999997,140.0,6.4163,55.0,2.25,0.8,0.25,0.39996000000000004,16.0694536,80.9543935
0.09424841,0.11293016,0.13443016,0.14991508,0.18775713,0.20676349,0.20575398,0.22508332,0.24851112,0.1980246,0.22010909,0.12416372,0.13182819,0.11356028,0.12095506,0.06276261,-0.29829577,0.15619838,0.12297599,0.096866794,0.11591689,1.2640257,1.2640257,1.1427109,1.458896,0.83327067,170.9973,1.2640257,1.1456815,0.8675538,12.4451475,1.6205783,159.82045,180.59494,-0.9370604,4.5328307,0.6678778,2.667661,7.0,0.4,0.48376087608760876,147.28,7.071899999999999,55.0,2.5035000000000003,0.8,0.44475000000000003,0.3,16.064595,80.9272822
0.18257251,0.179675,0.16375999,0.183815,0.25176498,0.2787825,0.2646575,0.282745,0.228865,0.17006502,0.23778205,-0.06486027,0.16464692,0.14743653,0.15378344,0.05752052,-0.19414753,0.2080919,0.17120683,-0.074535206,0.14984365,1.3549101,1.3549101,1.1689651,0.9287546,1.1638639,32.396553,1.3549101,1.1269573,0.4933935,11.58263,1.8286326,152.83905,179.67511,-0.74472564,4.4729385,0.70870453,1.7577561,7.0,0.4,0.567325,140.0,9.730599999999999,55.0,2.25,0.76409,0.25,0.36156000000000005,16.051099899999997,80.9567335
0.12034451,0.13686281,0.15581343,0.1726299,0.20401709,0.2266244,0.22871096,0.25148112,0.2747933,0.2209305,0.1962357,0.12651506,0.12406308,0.10854542,0.11436215,0.05959486,-0.26884672,0.17832477,0.1456124,0.10810289,0.109844774,1.2477049,1.2477049,1.130053,1.3661231,0.8262727,135.07779,1.2477049,1.145368,0.7505853,11.605486,1.772707,154.44632,178.59494,0.23241912,4.2795134,0.6854587,1.2827235,7.0,0.4,0.5399125,141.988,7.9189,55.0,2.25,0.8,0.276625,0.41147999999999996,16.082655899999995,80.9893655
0.1391521,0.14446995,0.14363402,0.16765437,0.19897833,0.21674924,0.21485664,0.228304,0.21349752,0.16323766,0.19609238,0.017235916,0.124563426,0.1086043,0.1147464,0.08115695,-0.19661607,0.17091599,0.14354418,-0.009627377,0.15451969,1.3847896,1.3847896,1.1810377,1.1271743,1.1113181,97.408485,1.3847896,1.1873078,0.51165444,10.725594,2.0613708,145.16405,179.17572,-0.07880721,4.1798778,0.88076365,0.67395234,7.0,0.4,0.4375,145.37599999999998,7.2985000000000015,55.0,2.25,0.8,0.39425,0.3,16.0834045,80.9203675
0.38841605,0.38580954,0.36781666,0.41475654,0.5215762,0.55851907,0.556697,0.5535905,0.43033332,0.36004406,0.20656845,-0.08195684,0.19852178,0.19666073,0.19331792,0.06187507,-0.18457498,0.44513935,0.37668875,-0.12557931,0.09194223,1.2038171,1.2038171,1.0419079,0.95217335,1.291879,28.640385,1.2038171,1.1351378,0.4551122,12.1206045,2.111518,160.50615,181.0021,-1.4609705,4.7330637,0.8803328,3.8070285,7.0,0.4,0.25,140.0,7.7,55.0,2.25,0.8,0.25,0.66,16.0711662,80.9609342
0.069875,0.08641875,0.10268125,0.12349375,0.149225,0.16780001,0.16445,0.18009686,0.15199062,0.10871562,0.23133653,0.015940305,0.12007789,0.10012864,0.10888714,0.093968496,-0.30760086,0.12262514,0.09411914,-0.08913647,0.19780265,1.5061072,1.5061072,1.2560626,1.4667455,1.2596629,237.86053,1.5061072,1.2106552,0.89745736,12.158422,2.8448153,215.02853,184.09355,-1.304301,4.2278166,1.0937077,3.0829372,7.0,0.4,0.44646250000000004,140.0,7.5954999999999995,55.0,2.25,0.8,0.25,0.3,16.0861867,80.9532952
0.19339637,0.2067567,0.20726256,0.23957345,0.29711983,0.32140863,0.32617655,0.33219805,0.29782653,0.22405754,0.21766742,-0.0014164668,0.16179368,0.15060408,0.15358238,0.086638235,-0.20804144,0.25312284,0.20676136,-0.03144259,0.1467871,1.3461546,1.3461546,1.1752999,1.1068802,1.0800356,66.44765,1.3461546,1.2050633,0.5504545,11.294885,1.7255301,142.41354,180.41376,-0.9992945,4.647211,0.6883402,3.0720258,7.0,0.4,0.6117611761176118,146.58,15.4011,55.0,2.830125,0.7752899999999999,0.38237499999999996,0.97764,16.262187100000002,80.9929919
0.18783584,0.20321567,0.20300223,0.23992388,0.30521938,0.33329627,0.32588658,0.34849477,0.2938724,0.2083627,0.23166905,0.0058139884,0.17241621,0.15948,0.16342455,0.0824313,-0.24314058,0.25089192,0.20294656,-0.031182794,0.16750774,1.4051621,1.4051621,1.2186669,1.1624771,1.0790454,79.21849,1.4051621,1.18279,0.6501779,10.890687,2.0191083,75.03802,177.03992,-0.9683567,4.5761733,0.7136921,2.1777725,7.0,0.4,0.5970624999999999,142.96800000000002,16.558305830583055,55.0,2.87205,0.78509,0.25,0.47147999999999995,16.2685033,80.9435212
0.104902826,0.12589717,0.13892171,0.14850189,0.19747263,0.22195472,0.21627358,0.23763017,0.22676982,0.17754813,0.22067739,0.06694542,0.13501815,0.11731217,0.124320135,0.038009338,-0.26875314,0.1655627,0.13224141,0.024744121,0.1247329,1.2884775,1.2884775,1.1426845,1.3454167,0.9659728,113.85605,1.2884775,1.0908031,0.7419617,12.238045,2.129548,215.07059,184.596,-0.04043599,4.455244,0.83868575,2.6143625,7.0,0.4,0.6150249999999999,143.72400000000002,15.033700000000001,55.0,2.25,0.79069,0.416625,0.65196,16.257977099999998,80.9607088
0.2123165,0.22953682,0.23787582,0.2660247,0.327367,0.35657695,0.36723408,0.37455934,0.35464397,0.2799632,0.21745118,0.03922681,0.1710054,0.16010025,0.16270582,0.056206126,-0.24893981,0.28581104,0.23319302,0.005917386,0.12005108,1.2744672,1.2744672,1.1285657,1.2235949,1.0096571,62.71553,1.2744672,1.1407659,0.6778866,10.99156,1.9654062,77.31337,176.7521,-0.84458506,4.869518,0.73574,2.6045556,7.0,0.4,0.694975,143.72400000000002,16.06,55.0,2.510325,0.78131,0.25,0.41352000000000005,16.2217708,80.9016883
0.28631794,0.29293537,0.28951985,0.3245059,0.37959412,0.4036028,0.40430897,0.41423866,0.34284717,0.26802313,0.15893371,-0.016765755,0.13578035,0.13001834,0.1295376,0.05477513,-0.17279899,0.3343983,0.29082432,-0.0787141,0.13835913,1.3290509,1.3290509,1.1391798,1.170909,1.2187825,60.389954,1.3290509,1.1232507,0.46967542,12.345717,1.9984038,186.826,182.49045,0.4823071,4.18033,0.79464495,1.3047688,7.0,0.41508,0.603325,143.24800000000002,16.150750000000002,55.0,3.8373000000000004,0.7636,0.6473749999999999,0.39768000000000003,16.2000142,81.0050297
0.09992979,0.11708618,0.13714415,0.15364973,0.17990692,0.19818005,0.20058802,0.21493883,0.25328988,0.2155976,0.1989892,0.12947325,0.11946735,0.10255418,0.109294154,0.063464396,-0.26863098,0.15574566,0.12664166,0.11453275,0.08713682,1.1924254,1.1924254,1.0868704,1.3845435,0.80178803,140.77713,1.1924254,1.1441296,0.7448443,13.144374,1.5107019,125.44052,178.08173,0.64861995,4.4154215,0.62888265,1.5446999,7.0,0.4,0.5897125,144.788,14.572057205720574,55.0,3.342975,0.7880300000000001,0.356875,0.5586,16.2073342,80.9683585
